"transactionId","item"
2,"damn"
2,"hurt"
2,"gon"
2,"punch"
3,"paralyzed"
4,"nigga"
5,"push"
5,"untested"
5,"pregnant"
7,"paralyze"
8,"die"
9,"fool"
10,"battle"
10,"sick"
10,"figure"
11,"hurt"
11,"bad"
13,"require"
14,"mandatory"
14,"pissed"
15,"damn"
15,"sick"
16,"dude"
16,"scary"
17,"fall"
18,"effective"
18,"mutate"
19,"paralyzed"
22,"circulate"
24,"sick"
25,"left"
25,"dead"
26,"stop"
26,"sick"
26,"single"
27,"weak"
28,"surprised"
28,"nag"
30,"shot?isnt"
30,"suppose"
30,"prevent"
31,"vaccinate"
32,"match"
32,"explain"
33,"effective"
33,"confident"
34,"bad"
36,"gon"
37,"fuck"
38,"accord"
39,"sick"
40,"throb"
40,"whysopainful"
41,"tryst"
43,"remind"
44,"scared"
45,"swell"
45,"hurt"
46,"reveal"
47,"lousy"
47,"fatigued"
47,"rest"
47,"tired"
47,"lame"
48,"paralyze"
48,"federal"
50,"faint"
52,"regret"
52,"stupid"
52,"move"
53,"dead"
54,"endorse"
54,"require"
55,"realize"
56,"contemplate"
56,"read"
56,"abt"
57,"drive"
57,"crazy"
57,"decline"
58,"pregnant"
58,"reconsider"
58,"pregnant"
59,"hear"
60,"hurt"
60,"sock"
61,"bother"
61,"wash"
61,"wash"
61,"wash"
64,"super"
64,"sore"
64,"lol"
65,"force"
65,"inject"
68,"terrible"
68,"wake"
68,"lucid"
68,"sweat"
68,"total"
68,"blame"
69,"sick"
69,"angry"
70,"hear"
70,"throw"
71,"hurt"
71,"bad"
72,"mutate"
72,"effective"
73,"useless"
73,"left"
74,"hurt"
75,"advise"
75,"protect"
75,"common"
76,"left"
76,"ugh"
77,"modern"
77,"immune"
79,"hurt"
79,"bad"
79,"funny"
80,"current"
80,"correct"
81,"hurt"
82,"smack"
83,"worth"
85,"fuck"
86,"sick"
88,"sore"
89,"kick"
91,"valuable"
93,"stupid"
93,"suppose"
93,"bad"
95,"annual"
97,"deal"
98,"hurt"
99,"gettin"
100,"hurt"
100,"bad"
101,"sore"
103,"sick"
104,"tired"
104,"achy"
109,"mandatory"
110,"vaccinate"
110,"fuck"
111,"fuck"
111,"sick"
112,"cry"
113,"skip"
114,"wash"
114,"close"
115,"hate"
115,"sick"
116,"deam"
116,"effective"
116,"wrong"
116,"glad"
116,"waste"
117,"@hbapothecary"
117,"screw"
122,"skip"
122,"die"
124,"hurt"
125,"current"
125,"correct"
127,"numb"
128,"sad"
128,"gross"
129,"11th"
129,"sick"
131,"stop"
132,"nonprofit"
132,"widespread"
132,"adults"
133,"hurt"
134,"gon"
134,"awful"
134,"pointless"
135,"sick"
135,"stop"
136,"cringe"
136,"hear"
138,"hide"
138,"avoid"
138,"draw"
139,"agree"
140,"celebrate"
141,"sore"
142,"huuurt"
143,"sick"
145,"amputate"
145,"left"
145,"ridiculous"
145,"bring"
147,"@jam_aq"
148,"hurt"
150,"move"
150,"sleep"
151,"juic"
152,"gon"
153,"hate"
153,"actual"
154,"swear"
154,"god"
155,"nyquilforme"
156,"hurt"
157,"wary"
157,"bad"
158,"painful"
160,"paralyzed"
162,"hurt"
163,"hard"
163,"anti"
164,"trust"
165,"hurt"
166,"paralyze"
166,"healthy"
167,"paralyze"
167,"win"
170,"bad"
171,"text"
173,"surprised"
175,"free"
175,"mf"
175,"save"
176,"sick"
176,"scared"
178,"disappoint"
178,"hurt"
179,"sick"
179,"fair"
179,"bad"
180,"bruise"
180,"hate"
181,"hate"
182,"sick"
184,"refuse"
184,"fight"
186,"jumkisiid8"
189,"prove"
189,"effective"
189,"dangerous"
189,"accord"
190,"remember"
190,"hurt"
190,"bad"
191,"trust"
192,"glad"
193,"infect"
194,"die"
195,"medical"
196,"bad"
196,"refuse"
196,"stupid"
197,"beg"
198,"kill"
200,"hurt"
200,"stupid"
201,"insist"
201,"refuse"
202,"glad"
203,"sick"
205,"sick"
206,"hurt"
206,"forget"
207,"allergic"
207,"ill"
208,"bad"
208,"cough"
210,"late"
212,"hop"
212,"survive"
214,"pray"
217,"nigga"
217,"catch"
217,"send"
219,"protect"
219,"seasonal"
220,"deliver"
220,"unx3prfe7c"
221,"@sweetnsvry"
221,"remember"
221,"read"
221,"fight"
223,"bother"
223,"special"
224,"boo"
225,"remind"
225,"achy/"
225,"feverish"
227,"outchea"
227,"sound"
228,"invincible"
229,"invincible"
229,"screw"
230,"annual"
230,"express"
230,"hate"
231,"happen"
231,"wear"
231,"perfect"
231,"@freepeople"
232,"save"
233,"freak"
233,"cry"
234,"free"
234,"plan"
235,"cry"
235,"leave"
236,"follow"
237,"wait"
238,"notthetypeofshoyiwant"
239,"recommend"
241,"@sunflower1tina"
242,"wrong"
242,"start"
244,"refuse"
244,"win"
245,"free"
246,"spicy"
246,"eat"
246,"sick"
246,"damn"
246,"suck"
247,"@misha_chantal"
247,"glad"
248,"harsh"
248,"pregnant"
248,"protect"
249,"call"
251,"impromptu"
251,"guess"
251,"pay"
251,"chat"
253,"viral"
254,"vote"
256,"stop"
257,"double"
259,"middle"
261,"haha"
261,"sick"
261,"miserable"
262,"read"
262,"fire"
262,"refuse"
263,"free"
263,"offer"
264,"hold"
265,"healthy"
266,"inject"
266,"control"
266,"faggot"
267,"bad"
268,"amazing"
269,"ensure"
269,"mis"
271,"wait"
273,"catch"
273,"spread"
276,"convince"
277,"free"
278,"free"
279,"wait"
280,"trick"
280,"foodðŸ˜‘"
281,"promise"
281,"secret"
282,"bitter"
282,"sweet"
283,"test"
283,"bring"
283,"stick"
285,"forget"
286,"mutate"
286,"float"
286,"immune"
287,"federal"
288,"hear"
290,"join"
291,"bad"
291,"hit"
293,"die"
293,"relate"
294,"beautiful"
296,"send"
296,"return"
297,"@drmommycall"
297,"easy"
298,"die"
298,"stop"
299,"healthy"
301,"whatev"
302,"wait"
302,"cover"
303,"morn"
303,"set"
303,"urge"
304,"recommend"
304,"encourage"
305,"sick"
306,"organic"
306,"cold"
306,"press"
308,"freak"
308,"refuse"
309,"provide"
309,"minimal"
310,"clean"
312,"mad"
312,"bonifi"
312,"spread"
312,"cou"
315,"receive"
315,"read"
315,"offer"
315,"free"
315,"flue"
317,"blame"
318,"run"
318,"lol"
319,"happy"
320,"free"
322,"gripe"
322,"estoy"
325,"cover"
325,"minister"
327,"skydive"
328,"mind"
329,"inject"
330,"hope"
331,"convenient"
332,"cancel"
332,"hurt"
332,"stay"
333,"pathetic"
333,"call"
333,"beg"
333,"drive"
333,"hold"
335,"hope"
335,"miss"
335,"hope"
336,"call"
336,"hurt"
336,"tuff"
337,"save"
337,"shout"
337,"vomit"
338,"ne"
339,"ne"
339,"offer"
340,"destroy"
341,".co/5g3nmqm67"
342,"healthy"
343,"prevent"
343,"wise"
344,"run"
344,"run"
347,"late"
348,"offer"
351,"dear"
351,"stupid"
351,"millennial"
351,"snort"
352,"healthy"
352,"happy"
352,"@benedictbk"
353,"act"
353,"apologetic"
353,"cry"
356,"receive"
356,"provide"
357,"offer"
357,"serve"
357,"close"
358,"kill"
359,"seasonal"
360,"mandatory"
361,"stop"
361,"bill"
362,"free"
362,"informative"
363,"guarantee"
363,"die"
365,"quarantine"
366,"free"
367,"ready"
368,"happy"
369,"draw"
370,"pay"
372,"encourage"
372,"wash"
374,"mandatory"
374,"hat"
375,"skip"
377,"spring"
378,"die"
378,"haven\'t"
379,"physical"
379,"smfh"
381,"swear"
381,"single"
381,"hit"
382,"salty"
382,"mandatory"
385,"@wir"
388,"complain"
389,"accord"
389,"sick"
389,"ne"
391,"report"
391,"eastern"
391,"die"
392,"low"
393,"free"
393,"freesample"
394,"anti"
395,"fuckin"
395,"swell"
396,"free"
396,"wonderful"
396,"free"
397,"inject"
397,"obtain"
397,"pack"
398,"sit"
399,"hit"
400,"h1n1/swine"
400,"common"
400,"protect"
401,"report"
402,"live"
402,"hope"
404,"add"
405,"read"
405,"call"
405,"schedule"
406,"understand"
406,"hold"
407,"suck"
408,"free"
410,"free"
411,"volunteer"
411,"remember"
411,"tear"
412,"buzz"
412,"hard"
413,"free"
415,"wash"
415,"sleep"
415,"sugarfreedyefree"
416,"55th"
417,"learn"
420,"winter"
420,"ready"
420,"prepp"
420,"ready"
421,"kinda"
422,"free"
422,"start"
422,"main"
423,"read"
425,"late"
426,"gon"
426,"4th"
427,"healthy"
427,"protect"
428,"punch"
429,"send"
430,"@jensofetch"
430,"sick"
431,"sick"
432,"american"
434,"leave"
434,"stop"
435,"offer"
436,"free"
438,"true"
439,"vote"
439,"double"
440,"awesome"
441,"protective"
442,"surround"
442,"sick"
442,"effective"
442,"miss"
443,"pass"
444,"wear"
447,"push"
451,"upper"
451,"respiratory"
451,"miserable"
452,"stick"
453,"double"
453,"medical"
453,"leave"
453,"administer"
454,"begin"
454,"current"
455,"offer"
455,"choose"
455,"frozen"
455,"ground"
457,"healthy"
457,"die"
458,"cool"
460,"vegan"
463,"celebrate"
463,"free"
464,"sleep"
464,"productive"
465,"forget"
467,"@melgaralbert"
468,"vote"
468,"owe"
469,"ironic"
469,"forget"
470,"umtnlrct11"
472,"adhesive"
472,"commercial"
472,"wrong"
474,"bad"
475,"remember"
475,"urge"
475,"public"
475,"vaccinate"
476,"too-"
477,"fuck"
477,"amazing"
477,"realize"
477,"free"
478,"ne"
481,"hope"
481,"hope"
482,"grateful"
482,"wipe"
483,"encourage"
485,"@jeffrey_egan"
487,"soo"
491,"local"
491,"sign"
492,"cool"
493,"fill"
493,"die"
494,"hat"
494,"bolt"
494,"force"
495,"sickðŸ˜­"
496,"expect"
497,"â€™"
497,"involve"
499,"hate"
499,"bad"
501,"reward"
502,"watch"
503,"pay"
504,"mis"
504,"fuck"
504,"â€“kanye"
506,"hope"
506,"wash"
506,"hold"
510,"cold"
512,"type"
512,"mutated"
512,"short"
513,"stupid"
514,"walk"
514,"change"
515,"@ali_partlow"
515,"favorit"
515,"pump"
515,"lol"
516,"freeze"
516,"crucial"
517,"late"
519,"cold"
519,"bad"
519,"straight"
520,"offer"
520,"begin"
521,"ready"
522,"forsythco"
523,"activist"
524,"encourage"
524,"annual"
526,"prepare"
527,"calm"
528,"receive"
528,"seasonal"
529,"decide"
529,"wait"
530,"fragile"
532,"br"
533,"â€™"
533,"involve"
534,"die"
534,"die"
536,"fellow"
538,"smooth"
538,"yearly"
539,"scary"
539,"wear"
540,"common"
541,"minuteclinic"
542,"hit"
542,"watch"
546,"lose"
547,"nice"
547,"kinda"
549,"stop"
549,"panic"
550,"host"
550,"hold"
550,"annual"
551,"quit"
551,"worry"
551,"famous"
552,"â€™"
552,"sue"
553,"sick"
553,"gues"
555,"havin"
555,"evil"
555,"whip"
556,"common"
556,"rest"
558,"grown"
559,"lose"
559,"eat"
560,"sick"
560,"sleep"
560,"damned"
560,"freak"
561,"increase"
562,"quarantine"
562,"sick"
563,"painful"
564,"potential"
564,"live"
566,"hold"
567,"fight"
568,"provide"
568,"protect"
571,"@endhasarriv"
571,"join"
571,"create"
572,"wanna"
573,"hot"
575,"schedule"
576,"â€™"
576,"involve"
577,"stupid"
578,"stop"
578,"worry"
580,"sickðŸ˜£"
581,"late"
582,"seasonal"
583,"remember"
584,"recover"
584,"remind"
584,"suck"
584,"kill"
585,"offer"
585,"free"
585,"dental"
586,"drive"
586,"ne"
588,"offer"
588,"free"
589,"@goddess1207"
589,"boost"
589,"ur"
590,"draw"
590,"fun"
591,"wash"
592,"free"
593,"live"
593,"spread"
594,"heard"
594,"gues"
595,"free"
596,"scared"
597,"free"
600,"â€™"
600,"involve"
601,"positive"
601,"white"
601,"arm"
602,"die"
602,"suppose"
603,"debilitating"
604,"protect"
605,"listen"
607,"major"
607,"care"
608,"bitch"
608,"diabetic"
609,"fight"
609,"avoid"
609,"sick"
610,"wrong"
612,"lucky"
612,"catch"
613,"restock"
615,"ruin"
616,"needa"
617,"worsen"
617,"affect"
618,"happy"
620,"deserve"
621,"faint"
621,"realize"
621,"follow"
622,"harsh"
622,"pregnant"
622,"protect"
622,"sponsor"
623,"forget"
624,"demand"
624,"requisite"
625,"valid"
626,"bad"
626,"gross"
630,"plan"
632,"hope"
632,"suppose"
632,"peak"
632,"rough"
634,"call"
634,"begin"
635,"wait"
637,"meet"
637,"call"
637,"cute"
639,"tired"
639,"sick"
641,"sick"
641,"wrong"
642,"grow"
642,"demographic"
642,"embrace"
643,"lose"
644,"catch"
645,"amazing"
645,"replace"
645,"painful"
648,"pose"
649,"mis"
652,"encourage"
652,"public"
653,"hurt"
654,"yell"
654,"bleed"
654,"buy"
656,"preventative"
656,"immunize"
657,"begin"
657,"learn"
659,"cnt"
660,"2nd"
660,"scar"
661,"hate"
662,"unlock"
663,"offer"
663,"2nd"
664,"potential"
666,"promote"
668,"preach"
670,"swear"
671,"pregnant"
672,"free"
673,"traditional"
673,"replace"
673,"administer"
673,"painless"
675,"target"
676,"funky"
677,"free"
678,"miss"
678,"miss"
679,"petrified"
679,"ridiculous"
679,"transmit"
680,"bad"
681,"fix"
681,"afraid"
681,"nice"
681,"spend"
682,"result"
682,"coincidental"
683,"inside"
684,"thatjusthappen"
685,"stick"
688,"haven\'t"
690,"bite"
690,"preventative"
690,"report"
691,"urge"
691,"claim"
692,"free"
692,"save"
693,"ne"
694,"bad"
697,"brb"
697,"mild"
697,"white"
697,"dead"
698,"pay"
698,"pay"
698,"piss"
699,"note"
699,"ne"
700,"mandatory"
701,"angry"
701,"regret"
701,"angry"
702,"check"
706,"cuddle"
706,"stellar"
706,"immune"
707,"grasp"
707,"love"
708,"ensure"
708,"public"
708,"airborne"
708,"kill"
709,"@nmhnews"
709,"walk"
709,"free"
714,"pray"
714,"ne"
714,"call"
715,"ouchy"
716,"smh"
717,"unhealthy"
717,"yummy"
718,"@meeksay"
718,"pour"
718,"claim"
718,"kill"
720,"scared"
721,"check"
721,"frugal"
722,"lower"
722,"baffle"
723,"stop"
723,"sick"
724,"funny"
726,"ole"
727,"stop"
727,"fuck"
727,"worry"
727,"fucking"
728,"easy"
728,"grab"
729,"fool"
730,"tis"
732,"die"
732,"crazy"
733,"scary"
733,"vaccinate"
733,"contact"
734,"crowded"
734,"hope"
735,"real"
736,"recommend"
737,"strong"
739,"buy"
739,"ungrateful"
740,"cover"
743,"late"
744,"free"
745,"drop"
745,"crazy"
745,"increase"
746,"suck"
746,"happen"
752,"poor"
755,"natural"
758,"sponsor"
758,"biometric"
761,"25th"
761,"25th"
761,"autistic"
761,"control"
761,"covert"
762,"sick"
763,"real"
763,"start"
763,"sick"
764,"explain"
764,"@cdcgov"
766,"approach"
766,"check"
766,"free"
766,"cover"
769,"healthy"
771,"kill"
772,"sick"
773,"remind"
773,"ne"
775,"free"
776,"update"
778,"worry"
778,"prevent"
778,"scary"
778,"nasty"
778,"sit"
779,"start"
779,"forget"
779,"eat"
780,"assume"
780,"remind"
780,"kill"
781,"ridiculous"
782,"@kalazeee"
783,"die"
785,"alive"
788,"free"
789,"@sao"
790,"remind"
791,"offer"
792,"â€™"
792,"involve"
793,"healthy"
793,"stop"
795,"push"
795,"remote"
795,"due"
795,"sore"
796,"ne"
796,"free"
800,"damn"
802,"bring"
802,"free"
803,"stay"
803,"healthy"
803,"free"
805,"push"
806,"drive"
809,"blessed"
810,"ne"
810,"frfr"
810,"ne"
813,"hope"
815,"urge"
815,"sick"
815,"convinced"
817,"sick"
817,"goin"
818,"tough"
818,"cry"
819,"save"
824,"@me_kr3"
824,"viral"
825,"anticipate"
825,"start"
825,"provide"
826,"love"
827,"locate"
828,"bad"
828,"offer"
828,"free"
828,"afford"
829,"protect"
829,"start"
829,"check"
830,"pick"
833,"@rawliv"
833,"rest"
833,"dance"
834,"draw"
834,"uptodate"
834,"poke"
835,"base"
836,"stay"
836,"healthy"
837,"late"
837,"protect"
838,"free"
839,"@snoozical"
839,"start"
840,"nasal"
841,"wait"
842,"ready"
843,"gues"
844,"check#prepar"
845,"havenâ€™t"
845,"â€™"
845,"late"
847,"free"
847,"daryldixon"
848,"administer"
849,"dear"
849,"fell"
849,"late"
851,"precious"
851,"free"
851,"debate"
851,"nap"
852,"drop"
852,"hope"
853,"speak"
854,"unlock"
855,"free"
857,"wander"
859,"smart"
859,"left"
861,"avoid"
861,"hear"
861,"happen"
862,"mandate"
862,"clinical"
863,"free"
864,"immune"
864,"bring"
869,"pay"
869,"sweet"
870,"free"
870,"play"
871,"pass"
873,"assume"
873,"lock"
875,"frighten"
876,"aid"
880,"rest"
881,"love"
881,"pay"
881,"care"
882,"mad"
882,"catch"
883,"alittle"
883,"sick"
884,"double"
886,"offer"
886,"cover"
886,"visit"
888,"curb"
888,"sick"
888,"antimicrobial"
889,"peak"
889,"safe"
889,"protect"
889,"pregnant"
891,"fair"
891,"worthwhile"
892,"â€™"
892,"involve"
893,"represent"
893,"lead"
896,"ne"
897,"deserve"
899,"call"
899,"remind"
899,"ne"
899,"die"
900,"bring"
902,"sambuca"
903,"obtain"
903,"participate"
903,"preventive"
904,"protect"
904,"provide"
905,"revised"
906,"free"
907,"stop"
908,"free"
909,"offer"
909,"free"
909,"start"
910,"adequate"
911,"total"
911,"relate"
912,"save"
912,"relate"
913,"free"
913,"check"
914,"â€™"
914,"claim"
915,"hurt"
915,"bad"
916,"terrify"
917,"rub"
917,"essential"
917,"stop"
918,"@shayd"
918,"hear"
918,"hope"
919,"seasonal"
920,"beautiful"
920,"â€™"
920,"friendly"
921,"visit"
921,"worth"
921,"mention"
922,"report"
923,"donate"
923,"match"
923,"fancy"
924,"expect"
924,"receive"
925,"laugh"
925,"sick"
926,"confirm"
928,"fuckin"
928,"untouchable"
928,"gon"
928,"shake"
928,"sick"
928,"hop"
929,"short"
931,"interact"
932,"spanish"
932,"lead"
933,"suppose"
933,"strip"
933,"ne"
934,"mandatory"
935,"immune"
936,"forget"
936,"upcoming"
936,"view"
937,"post"
937,"frustrated"
938,"pay"
938,"natural"
938,"happy"
938,"choose"
938,"bless"
939,"happy"
940,"sick"
940,"cute"
942,"cold"
942,"drink"
942,"chase"
943,"start"
943,"teethe"
944,"encourage"
945,"offer"
946,"laugh"
946,"refuse"
947,"urge"
948,"dangerous"
948,"vulnerable"
951,"skip"
951,"hear"
951,"roll"
951,"national"
951,"fight"
952,"legit"
953,"@cdcgov"
953,"recommend"
955,"worry"
957,"extra"
958,"gon"
959,"@kylelanier21"
960,"annoying"
960,"solid"
962,"bring"
962,"wear"
964,"start"
964,"soooo"
967,"chicken"
968,"remember"
968,"european"
970,"â€™"
970,"late"
971,"avoid"
971,"confused"
972,"microneedle"
972,"simple"
973,"suppose"
973,"wear"
974,"quick"
974,"easy"
978,"viral"
978,"wo"
980,"uninsured"
980,"offer"
981,"time"
981,"dedicated"
982,"refuse"
982,"win"
983,"exaggerate"
983,"faint"
983,"deep"
985,"whichev"
985,"would\'ve"
987,"scar"
987,"true"
988,"refer"
988,"fun"
989,"annual"
989,"immunize"
989,"voluntary"
990,"safe"
991,"text"
991,"stay"
991,"strong"
992,"surprised"
992,"pregnant"
992,"immu"
994,"guess"
997,"mid"
998,"forget"
998,"remember"
999,"wait"
2,"negative-flu-shot"
3,"negative-flu-shot"
4,"none-negative-flu-shot"
5,"none-negative-flu-shot"
7,"negative-flu-shot"
8,"none-negative-flu-shot"
9,"none-negative-flu-shot"
10,"none-negative-flu-shot"
11,"negative-flu-shot"
13,"none-negative-flu-shot"
14,"none-negative-flu-shot"
15,"none-negative-flu-shot"
16,"none-negative-flu-shot"
17,"negative-flu-shot"
18,"none-negative-flu-shot"
19,"negative-flu-shot"
22,"negative-flu-shot"
24,"none-negative-flu-shot"
25,"negative-flu-shot"
26,"none-negative-flu-shot"
27,"negative-flu-shot"
28,"none-negative-flu-shot"
30,"none-negative-flu-shot"
31,"negative-flu-shot"
32,"negative-flu-shot"
33,"negative-flu-shot"
34,"none-negative-flu-shot"
36,"none-negative-flu-shot"
37,"none-negative-flu-shot"
38,"none-negative-flu-shot"
39,"none-negative-flu-shot"
40,"negative-flu-shot"
41,"negative-flu-shot"
43,"negative-flu-shot"
44,"none-negative-flu-shot"
45,"negative-flu-shot"
46,"none-negative-flu-shot"
47,"none-negative-flu-shot"
48,"negative-flu-shot"
50,"none-negative-flu-shot"
52,"negative-flu-shot"
53,"negative-flu-shot"
54,"none-negative-flu-shot"
55,"negative-flu-shot"
56,"none-negative-flu-shot"
57,"negative-flu-shot"
58,"none-negative-flu-shot"
59,"none-negative-flu-shot"
60,"negative-flu-shot"
61,"none-negative-flu-shot"
64,"negative-flu-shot"
65,"none-negative-flu-shot"
68,"none-negative-flu-shot"
69,"none-negative-flu-shot"
70,"none-negative-flu-shot"
71,"none-negative-flu-shot"
72,"none-negative-flu-shot"
73,"negative-flu-shot"
74,"negative-flu-shot"
75,"none-negative-flu-shot"
76,"negative-flu-shot"
77,"none-negative-flu-shot"
79,"negative-flu-shot"
80,"negative-flu-shot"
81,"negative-flu-shot"
82,"negative-flu-shot"
83,"none-negative-flu-shot"
85,"negative-flu-shot"
86,"none-negative-flu-shot"
88,"negative-flu-shot"
89,"none-negative-flu-shot"
91,"none-negative-flu-shot"
93,"none-negative-flu-shot"
95,"none-negative-flu-shot"
97,"none-negative-flu-shot"
98,"negative-flu-shot"
99,"none-negative-flu-shot"
100,"none-negative-flu-shot"
101,"none-negative-flu-shot"
103,"negative-flu-shot"
104,"none-negative-flu-shot"
109,"none-negative-flu-shot"
110,"none-negative-flu-shot"
111,"none-negative-flu-shot"
